pair,frequency,course1,course2
"(1101, 1145)",2,1101,1145
"(837, 1100)",2,837,1100
"(361, 1124)",2,361,1124
"(1144, 1147)",2,1144,1147
"(1125, 1140)",1,1125,1140
"(744, 1138)",1,744,1138
"(513, 1125)",1,513,1125
"(502, 865)",1,502,865
"(1101, 1146)",1,1101,1146
"(1101, 1147)",1,1101,1147
"(1101, 1187)",1,1101,1187
"(515, 1186)",1,515,1186
"(803, 912)",1,803,912
"(659, 912)",1,659,912
"(360, 777)",1,360,777
"(360, 835)",1,360,835
"(360, 1100)",1,360,1100
"(366, 835)",1,366,835
"(366, 1099)",1,366,1099
"(366, 1187)",1,366,1187
"(777, 835)",1,777,835
"(777, 1187)",1,777,1187
"(741, 1161)",1,741,1161
"(752, 1116)",1,752,1116
"(752, 1161)",1,752,1161
"(829, 1161)",1,829,1161
"(1115, 1161)",1,1115,1161
"(865, 912)",1,865,912
"(361, 743)",1,361,743
"(672, 743)",1,672,743
"(743, 1147)",1,743,1147
"(504, 553)",1,504,553
"(553, 572)",1,553,572
"(553, 840)",1,553,840
"(553, 1101)",1,553,1101
"(517, 744)",1,517,744
"(564, 803)",1,564,803
"(571, 744)",1,571,744
"(571, 810)",1,571,810
"(659, 1124)",1,659,1124
"(671, 744)",1,671,744
"(671, 803)",1,671,803
"(671, 810)",1,671,810
"(671, 813)",1,671,813
"(671, 1124)",1,671,1124
"(671, 1128)",1,671,1128
"(741, 765)",1,741,765
"(741, 803)",1,741,803
"(744, 765)",1,744,765
"(744, 803)",1,744,803
"(744, 1124)",1,744,1124
"(753, 803)",1,753,803
"(753, 810)",1,753,810
"(753, 1124)",1,753,1124
"(753, 1128)",1,753,1128
"(765, 810)",1,765,810
"(765, 813)",1,765,813
"(765, 1128)",1,765,1128
"(803, 810)",1,803,810
"(803, 813)",1,803,813
"(803, 1124)",1,803,1124
"(803, 1128)",1,803,1128
"(810, 813)",1,810,813
"(810, 1124)",1,810,1124
"(810, 1128)",1,810,1128
"(516, 753)",1,516,753
"(367, 776)",1,367,776
"(504, 1138)",1,504,1138
"(363, 569)",1,363,569
"(363, 840)",1,363,840
"(672, 803)",1,672,803
"(360, 1102)",1,360,1102
"(360, 1128)",1,360,1128
"(1116, 1187)",1,1116,1187
"(840, 1138)",1,840,1138
"(361, 1141)",1,361,1141
"(562, 862)",1,562,862
"(360, 519)",1,360,519
"(518, 813)",1,518,813
"(1101, 1104)",1,1101,1104
"(741, 1184)",1,741,1184
"(566, 911)",1,566,911
"(679, 911)",1,679,911
"(776, 911)",1,776,911
"(911, 1101)",1,911,1101
"(362, 1160)",1,362,1160
"(363, 659)",1,363,659
"(363, 671)",1,363,671
"(864, 1144)",1,864,1144
"(745, 1185)",1,745,1185
"(358, 755)",1,358,755
"(358, 864)",1,358,864
"(359, 755)",1,359,755
"(359, 764)",1,359,764
"(359, 864)",1,359,864
"(752, 864)",1,752,864
"(755, 864)",1,755,864
"(367, 1128)",1,367,1128
"(862, 1102)",1,862,1102
"(863, 1188)",1,863,1188
"(744, 840)",1,744,840
"(744, 1145)",1,744,1145
"(1103, 1186)",1,1103,1186
"(564, 1185)",1,564,1185
"(1156, 1185)",1,1156,1185
"(503, 672)",1,503,672
"(503, 863)",1,503,863
"(672, 1140)",1,672,1140
"(507, 1102)",1,507,1102
"(564, 1186)",1,564,1186
"(829, 1138)",1,829,1138
"(1138, 1156)",1,1138,1156
"(508, 1100)",1,508,1100
"(864, 912)",1,864,912
"(1125, 1125)",1,1125,1125
"(523, 1139)",1,523,1139
"(356, 866)",1,356,866
"(866, 912)",1,866,912
"(777, 1147)",1,777,1147
"(829, 1147)",1,829,1147
"(755, 829)",1,755,829
"(568, 840)",1,568,840
"(568, 1186)",1,568,1186
"(840, 1186)",1,840,1186
"(517, 1104)",1,517,1104
"(750, 1104)",1,750,1104
"(365, 490)",1,365,490
"(366, 1145)",1,366,1145
"(362, 753)",1,362,753
"(517, 791)",1,517,791
"(360, 551)",1,360,551
"(356, 749)",1,356,749
"(516, 749)",1,516,749
"(518, 1138)",1,518,1138
"(360, 1146)",1,360,1146
"(364, 764)",1,364,764
"(509, 791)",1,509,791
"(553, 791)",1,553,791
"(489, 1187)",1,489,1187
"(764, 1187)",1,764,1187
"(794, 1187)",1,794,1187
"(515, 834)",1,515,834
"(523, 834)",1,523,834
"(864, 909)",1,864,909
"(358, 517)",1,358,517
"(776, 865)",1,776,865
"(757, 757)",1,757,757
"(516, 756)",1,516,756
"(511, 670)",1,511,670
"(562, 670)",1,562,670
"(756, 1104)",1,756,1104
"(519, 755)",1,519,755
"(659, 755)",1,659,755
"(361, 1103)",1,361,1103
"(367, 1156)",1,367,1156
"(516, 1156)",1,516,1156
"(755, 909)",1,755,909
"(743, 776)",1,743,776
"(743, 909)",1,743,909
"(743, 1115)",1,743,1115
"(489, 1198)",1,489,1198
"(523, 1198)",1,523,1198
"(908, 1198)",1,908,1198
"(1102, 1138)",1,1102,1138
"(365, 517)",1,365,517
"(489, 1147)",1,489,1147
"(794, 1099)",1,794,1099
"(794, 1147)",1,794,1147
"(553, 810)",1,553,810
"(659, 835)",1,659,835
"(810, 835)",1,810,835
"(840, 1184)",1,840,1184
"(490, 568)",1,490,568
"(363, 745)",1,363,745
"(366, 912)",1,366,912
"(502, 1185)",1,502,1185
"(679, 1185)",1,679,1185
"(741, 909)",1,741,909
"(741, 1185)",1,741,1185
"(909, 1185)",1,909,1185
"(367, 909)",1,367,909
"(489, 1104)",1,489,1104
"(553, 1138)",1,553,1138
"(365, 791)",1,365,791
"(361, 744)",1,361,744
"(366, 865)",1,366,865
"(517, 862)",1,517,862
"(517, 1152)",1,517,1152
"(753, 862)",1,753,862
"(753, 863)",1,753,863
"(753, 865)",1,753,865
"(753, 1152)",1,753,1152
"(829, 1152)",1,829,1152
"(862, 1152)",1,862,1152
"(863, 865)",1,863,865
"(863, 1152)",1,863,1152
"(865, 1152)",1,865,1152
"(509, 518)",1,509,518
"(516, 518)",1,516,518
"(518, 765)",1,518,765
"(361, 513)",1,361,513
"(361, 829)",1,361,829
"(1138, 1141)",1,1138,1141
"(515, 1199)",1,515,1199
"(519, 1199)",1,519,1199
"(563, 570)",1,563,570
"(563, 809)",1,563,809
"(518, 803)",1,518,803
"(750, 803)",1,750,803
"(489, 862)",1,489,862
"(755, 862)",1,755,862
"(755, 1103)",1,755,1103
"(357, 511)",1,357,511
"(361, 511)",1,361,511
"(1116, 1181)",1,1116,1181
"(829, 864)",1,829,864
"(864, 1124)",1,864,1124
"(516, 1198)",1,516,1198
"(568, 1198)",1,568,1198
"(745, 1198)",1,745,1198
"(750, 1198)",1,750,1198
"(1103, 1198)",1,1103,1198
"(358, 490)",1,358,490
"(507, 670)",1,507,670
"(670, 755)",1,670,755
"(490, 1186)",1,490,1186
"(503, 1152)",1,503,1152
"(367, 1102)",1,367,1102
"(367, 1104)",1,367,1104
"(362, 515)",1,362,515
"(361, 562)",1,361,562
"(361, 741)",1,361,741
"(664, 1188)",1,664,1188
"(672, 1188)",1,672,1188
"(829, 1188)",1,829,1188
"(365, 679)",1,365,679
"(1115, 1115)",1,1115,1115
"(865, 1140)",1,865,1140
"(358, 1181)",1,358,1181
"(359, 1104)",1,359,1104
"(509, 750)",1,509,750
"(366, 1138)",1,366,1138
"(356, 840)",1,356,840
"(571, 1201)",1,571,1201
"(1144, 1201)",1,1144,1201
"(1186, 1201)",1,1186,1201
"(362, 909)",1,362,909
"(366, 744)",1,366,744
"(744, 829)",1,744,829
"(744, 1144)",1,744,1144
"(357, 1156)",1,357,1156
"(517, 912)",1,517,912
"(864, 865)",1,864,865
"(564, 1140)",1,564,1140
"(777, 1185)",1,777,1185
"(519, 1184)",1,519,1184
"(553, 1182)",1,553,1182
"(1182, 1187)",1,1182,1187
"(511, 1160)",1,511,1160
"(511, 744)",1,511,744
"(511, 753)",1,511,753
"(562, 744)",1,562,744
"(564, 862)",1,564,862
"(664, 1160)",1,664,1160
"(791, 1160)",1,791,1160
"(794, 1160)",1,794,1160
"(553, 1141)",1,553,1141
"(553, 1188)",1,553,1188
"(568, 742)",1,568,742
"(568, 862)",1,568,862
"(568, 1141)",1,568,1141
"(568, 1188)",1,568,1188
"(742, 862)",1,742,862
"(742, 1139)",1,742,1139
"(742, 1146)",1,742,1146
"(742, 1187)",1,742,1187
"(745, 1188)",1,745,1188
"(862, 1187)",1,862,1187
"(862, 1188)",1,862,1188
"(1139, 1188)",1,1139,1188
"(1141, 1146)",1,1141,1146
"(1141, 1187)",1,1141,1187
"(1146, 1188)",1,1146,1188
"(1187, 1188)",1,1187,1188
"(361, 862)",1,361,862
"(516, 743)",1,516,743
"(743, 745)",1,743,745
"(743, 765)",1,743,765
"(357, 835)",1,357,835
"(571, 835)",1,571,835
"(519, 902)",1,519,902
"(777, 902)",1,777,902
"(1140, 1188)",1,1140,1188
"(571, 1101)",1,571,1101
"(912, 1187)",1,912,1187
"(367, 507)",1,367,507
"(571, 1146)",1,571,1146
"(800, 1146)",1,800,1146
"(810, 1144)",1,810,1144
"(523, 837)",1,523,837
"(670, 837)",1,670,837
"(800, 835)",1,800,835
"(514, 1147)",1,514,1147
"(552, 1147)",1,552,1147
"(1101, 1115)",1,1101,1115
"(363, 1181)",1,363,1181
"(363, 1184)",1,363,1184
"(1124, 1152)",1,1124,1152
"(523, 836)",1,523,836
"(551, 836)",1,551,836
"(552, 836)",1,552,836
"(664, 836)",1,664,836
"(516, 862)",1,516,862
"(516, 907)",1,516,907
"(552, 1146)",1,552,1146
"(862, 907)",1,862,907
"(862, 1099)",1,862,1099
"(907, 1146)",1,907,1146
"(1103, 1146)",1,1103,1146
"(516, 1138)",1,516,1138
"(361, 1099)",1,361,1099
"(570, 570)",1,570,570
"(814, 1152)",1,814,1152
"(366, 568)",1,366,568
"(671, 1100)",1,671,1100
"(1115, 1124)",1,1115,1124
"(1115, 1128)",1,1115,1128
"(765, 1099)",1,765,1099
"(835, 1102)",1,835,1102
"(502, 1187)",1,502,1187
"(514, 835)",1,514,835
"(514, 1187)",1,514,1187
"(671, 1125)",1,671,1125
"(364, 502)",1,364,502
"(364, 776)",1,364,776
"(553, 909)",1,553,909
"(568, 909)",1,568,909
"(361, 518)",1,361,518
"(742, 1116)",1,742,1116
"(791, 791)",1,791,791
"(357, 907)",1,357,907
"(552, 803)",1,552,803
"(756, 803)",1,756,803
"(803, 829)",1,803,829
"(1101, 1186)",1,1101,1186
"(1099, 1128)",1,1099,1128
"(1128, 1147)",1,1128,1147
"(1128, 1187)",1,1128,1187
"(745, 1140)",1,745,1140
"(659, 1140)",1,659,1140
"(1138, 1139)",1,1138,1139
"(362, 513)",1,362,513
"(357, 1128)",1,357,1128
"(362, 502)",1,362,502
"(362, 514)",1,362,514
"(1125, 1201)",1,1125,1201
"(757, 1156)",1,757,1156
"(519, 835)",1,519,835
"(764, 835)",1,764,835
"(672, 744)",1,672,744
"(813, 1156)",1,813,1156
"(502, 800)",1,502,800
"(864, 1140)",1,864,1140
"(835, 1125)",1,835,1125
"(490, 1101)",1,490,1101
"(749, 1100)",1,749,1100
"(356, 863)",1,356,863
"(357, 862)",1,357,862
"(357, 863)",1,357,863
"(863, 912)",1,863,912
"(504, 864)",1,504,864
"(504, 866)",1,504,866
"(517, 866)",1,517,866
"(523, 866)",1,523,866
"(551, 866)",1,551,866
"(552, 866)",1,552,866
"(741, 864)",1,741,864
"(741, 866)",1,741,866
"(810, 864)",1,810,864
"(810, 866)",1,810,866
"(840, 866)",1,840,866
"(864, 866)",1,864,866
"(571, 866)",1,571,866
"(865, 1125)",1,865,1125
"(865, 1186)",1,865,1186
"(866, 908)",1,866,908
"(866, 1125)",1,866,1125
"(866, 1186)",1,866,1186
"(364, 514)",1,364,514
"(672, 1144)",1,672,1144
"(1128, 1146)",1,1128,1146
"(563, 659)",1,563,659
"(566, 1141)",1,566,1141
"(367, 1138)",1,367,1138
"(358, 564)",1,358,564
"(359, 564)",1,359,564
"(364, 908)",1,364,908
"(743, 1128)",1,743,1128
"(503, 516)",1,503,516
"(507, 513)",1,507,513
"(507, 1140)",1,507,1140
"(507, 1141)",1,507,1141
"(809, 1140)",1,809,1140
"(809, 1141)",1,809,1141
"(366, 1182)",1,366,1182
"(517, 1182)",1,517,1182
"(519, 1182)",1,519,1182
"(523, 1182)",1,523,1182
"(551, 1182)",1,551,1182
"(672, 809)",1,672,809
"(672, 1182)",1,672,1182
"(745, 809)",1,745,809
"(745, 1182)",1,745,1182
"(750, 1182)",1,750,1182
"(753, 1182)",1,753,1182
"(756, 1182)",1,756,1182
"(809, 1182)",1,809,1182
"(813, 813)",1,813,813
"(1100, 1182)",1,1100,1182
"(1101, 1182)",1,1101,1182
"(1103, 1182)",1,1103,1182
"(507, 671)",1,507,671
"(671, 752)",1,671,752
"(1100, 1146)",1,1100,1146
"(361, 791)",1,361,791
"(519, 800)",1,519,800
"(553, 800)",1,553,800
"(553, 757)",1,553,757
"(507, 1129)",1,507,1129
"(517, 800)",1,517,800
"(366, 508)",1,366,508
"(866, 1200)",1,866,1200
"(1104, 1200)",1,1104,1200
"(569, 755)",1,569,755
"(755, 840)",1,755,840
"(569, 1128)",1,569,1128
"(562, 749)",1,562,749
"(511, 909)",1,511,909
"(562, 909)",1,562,909
"(568, 907)",1,568,907
"(791, 1116)",1,791,1116
"(367, 755)",1,367,755
"(659, 1188)",1,659,1188
"(750, 1188)",1,750,1188
"(813, 864)",1,813,864
"(813, 907)",1,813,907
"(864, 1103)",1,864,1103
"(659, 862)",1,659,862
"(659, 864)",1,659,864
"(794, 862)",1,794,862
"(862, 1125)",1,862,1125
"(359, 659)",1,359,659
"(364, 523)",1,364,523
"(516, 1101)",1,516,1101
"(765, 1101)",1,765,1101
"(553, 1144)",1,553,1144
"(365, 1188)",1,365,1188
"(368, 777)",1,368,777
"(357, 357)",1,357,357
"(659, 742)",1,659,742
"(570, 862)",1,570,862
"(516, 865)",1,516,865
"(553, 865)",1,553,865
"(566, 865)",1,566,865
"(745, 865)",1,745,865
"(865, 1139)",1,865,1139
"(865, 1147)",1,865,1147
"(361, 564)",1,361,564
"(569, 671)",1,569,671
"(562, 1184)",1,562,1184
"(791, 908)",1,791,908
"(518, 864)",1,518,864
"(863, 1144)",1,863,1144
"(659, 840)",1,659,840
"(523, 1156)",1,523,1156
"(670, 1102)",1,670,1102
"(670, 1116)",1,670,1116
"(670, 1156)",1,670,1156
"(776, 1156)",1,776,1156
"(907, 1156)",1,907,1156
"(1115, 1156)",1,1115,1156
"(570, 672)",1,570,672
"(359, 363)",1,359,363
"(829, 1146)",1,829,1146
"(523, 1146)",1,523,1146
"(664, 765)",1,664,765
"(664, 1146)",1,664,1146
"(765, 1146)",1,765,1146
"(367, 1160)",1,367,1160
"(777, 1160)",1,777,1160
"(359, 679)",1,359,679
"(359, 1152)",1,359,1152
"(568, 671)",1,568,671
"(569, 1116)",1,569,1116
"(572, 1116)",1,572,1116
"(361, 365)",1,361,365
"(361, 659)",1,361,659
"(365, 659)",1,365,659
"(664, 664)",1,664,664
"(742, 742)",1,742,742
"(362, 908)",1,362,908
"(362, 1102)",1,362,1102
"(363, 908)",1,363,908
"(552, 1124)",1,552,1124
"(360, 679)",1,360,679
"(367, 1116)",1,367,1116
"(803, 1147)",1,803,1147
"(664, 840)",1,664,840
"(359, 756)",1,359,756
"(366, 742)",1,366,742
"(366, 791)",1,366,791
"(791, 1141)",1,791,1141
"(366, 836)",1,366,836
"(489, 1160)",1,489,1160
"(764, 1160)",1,764,1160
"(513, 829)",1,513,829
"(562, 755)",1,562,755
"(562, 1104)",1,562,1104
"(679, 1104)",1,679,1104
"(752, 1152)",1,752,1152
"(755, 1152)",1,755,1152
"(1104, 1152)",1,1104,1152
"(365, 764)",1,365,764
"(519, 1152)",1,519,1152
"(744, 1152)",1,744,1152
"(566, 1104)",1,566,1104
"(516, 813)",1,516,813
"(516, 1129)",1,516,1129
"(672, 1129)",1,672,1129
"(813, 1129)",1,813,1129
"(367, 829)",1,367,829
"(502, 1181)",1,502,1181
"(679, 1181)",1,679,1181
"(756, 1181)",1,756,1181
"(764, 1181)",1,764,1181
"(744, 776)",1,744,776
"(753, 814)",1,753,814
"(776, 814)",1,776,814
"(519, 862)",1,519,862
"(519, 865)",1,519,865
"(523, 865)",1,523,865
"(672, 865)",1,672,865
"(813, 862)",1,813,862
"(813, 865)",1,813,865
"(813, 1116)",1,813,1116
"(862, 1101)",1,862,1101
"(862, 1116)",1,862,1116
"(865, 1101)",1,865,1101
"(865, 1116)",1,865,1116
"(359, 794)",1,359,794
"(794, 1184)",1,794,1184
"(562, 908)",1,562,908
"(489, 1139)",1,489,1139
"(360, 489)",1,360,489
"(507, 863)",1,507,863
"(752, 863)",1,752,863
"(809, 863)",1,809,863
"(908, 1188)",1,908,1188
"(672, 741)",1,672,741
"(664, 907)",1,664,907
"(659, 791)",1,659,791
"(742, 803)",1,742,803
"(742, 907)",1,742,907
"(742, 911)",1,742,911
"(777, 911)",1,777,911
"(803, 911)",1,803,911
"(803, 1103)",1,803,1103
"(803, 1141)",1,803,1141
"(907, 911)",1,907,911
"(907, 1141)",1,907,1141
"(911, 1103)",1,911,1103
"(911, 1141)",1,911,1141
"(1103, 1141)",1,1103,1141
"(363, 756)",1,363,756
"(776, 1161)",1,776,1161
"(364, 794)",1,364,794
"(364, 489)",1,364,489
"(364, 564)",1,364,564
"(364, 659)",1,364,659
"(364, 671)",1,364,671
"(364, 679)",1,364,679
"(364, 750)",1,364,750
"(364, 753)",1,364,753
"(367, 659)",1,367,659
"(664, 671)",1,664,671
"(750, 1160)",1,750,1160
"(757, 1160)",1,757,1160
"(367, 864)",1,367,864
"(553, 756)",1,553,756
"(553, 863)",1,553,863
"(568, 756)",1,568,756
"(568, 863)",1,568,863
"(750, 1139)",1,750,1139
"(756, 863)",1,756,863
"(756, 864)",1,756,864
"(756, 1099)",1,756,1099
"(756, 1139)",1,756,1139
"(756, 1147)",1,756,1147
"(863, 1099)",1,863,1099
"(863, 1139)",1,863,1139
"(863, 1147)",1,863,1147
"(864, 1099)",1,864,1099
"(864, 1139)",1,864,1139
"(864, 1147)",1,864,1147
"(1141, 1141)",1,1141,1141
"(356, 1187)",1,356,1187
"(571, 1187)",1,571,1187
"(360, 552)",1,360,552
"(366, 743)",1,366,743
"(659, 1104)",1,659,1104
"(367, 863)",1,367,863
"(563, 1152)",1,563,1152
"(356, 1116)",1,356,1116
"(564, 1181)",1,564,1181
"(564, 1184)",1,564,1184
"(741, 1138)",1,741,1138
"(366, 1140)",1,366,1140
"(679, 866)",1,679,866
"(829, 866)",1,829,866
"(862, 866)",1,862,866
"(516, 742)",1,516,742
"(679, 742)",1,679,742
"(777, 837)",1,777,837
"(363, 1116)",1,363,1116
"(562, 1145)",1,562,1145
"(356, 907)",1,356,907
"(670, 1101)",1,670,1101
"(357, 1116)",1,357,1116
"(366, 909)",1,366,909
"(765, 1116)",1,765,1116
"(909, 1144)",1,909,1144
"(756, 1152)",1,756,1152
"(517, 907)",1,517,907
"(664, 749)",1,664,749
"(562, 659)",1,562,659
"(365, 365)",1,365,365
"(356, 570)",1,356,570
"(356, 757)",1,356,757
"(356, 791)",1,356,791
"(516, 1152)",1,516,1152
"(569, 1156)",1,569,1156
"(553, 1129)",1,553,1129
"(755, 1100)",1,755,1100
"(360, 365)",1,360,365
"(572, 1124)",1,572,1124
"(364, 745)",1,364,745
"(364, 791)",1,364,791
"(864, 1128)",1,864,1128
"(568, 1185)",1,568,1185
"(1129, 1156)",1,1129,1156
"(570, 810)",1,570,810
"(362, 570)",1,362,570
"(362, 809)",1,362,809
"(359, 517)",1,359,517
"(367, 1115)",1,367,1115
"(367, 1181)",1,367,1181
"(756, 1128)",1,756,1128
"(562, 907)",1,562,907
"(367, 509)",1,367,509
"(741, 1188)",1,741,1188
"(517, 1184)",1,517,1184
"(569, 1125)",1,569,1125
"(742, 1124)",1,742,1124
"(659, 757)",1,659,757
"(750, 814)",1,750,814
"(791, 814)",1,791,814
"(791, 1156)",1,791,1156
"(752, 833)",1,752,833
"(358, 1152)",1,358,1152
"(362, 367)",1,362,367
"(750, 1185)",1,750,1185
"(764, 1140)",1,764,1140
"(764, 1185)",1,764,1185
"(364, 756)",1,364,756
"(756, 1145)",1,756,1145
"(803, 814)",1,803,814
"(519, 1104)",1,519,1104
"(745, 749)",1,745,749
"(1116, 1184)",1,1116,1184
"(564, 1104)",1,564,1104
"(508, 829)",1,508,829
"(508, 908)",1,508,908
"(679, 1184)",1,679,1184
"(1101, 1138)",1,1101,1138
"(362, 563)",1,362,563
"(362, 814)",1,362,814
"(563, 814)",1,563,814
"(1104, 1129)",1,1104,1129
"(368, 517)",1,368,517
"(907, 1144)",1,907,1144
"(1129, 1144)",1,1129,1144
"(356, 803)",1,356,803
"(757, 1115)",1,757,1115
"(367, 563)",1,367,563
"(490, 1145)",1,490,1145
"(490, 1161)",1,490,1161
"(564, 800)",1,564,800
"(670, 800)",1,670,800
"(670, 840)",1,670,840
"(670, 1145)",1,670,1145
"(800, 814)",1,800,814
"(800, 840)",1,800,840
"(800, 863)",1,800,863
"(800, 1145)",1,800,1145
"(800, 1161)",1,800,1161
"(814, 863)",1,814,863
"(814, 1145)",1,814,1145
"(863, 1145)",1,863,1145
"(863, 1161)",1,863,1161
"(358, 361)",1,358,361
"(358, 840)",1,358,840
"(1101, 1156)",1,1101,1156
"(518, 1140)",1,518,1140
"(362, 504)",1,362,504
"(504, 511)",1,504,511
"(368, 511)",1,368,511
"(368, 516)",1,368,516
"(357, 362)",1,357,362
"(742, 1156)",1,742,1156
"(367, 1145)",1,367,1145
"(367, 810)",1,367,810
"(364, 365)",1,364,365
"(840, 1140)",1,840,1140
"(814, 1184)",1,814,1184
"(361, 1116)",1,361,1116
"(1116, 1138)",1,1116,1138
"(368, 1103)",1,368,1103
"(756, 1140)",1,756,1140
"(813, 1102)",1,813,1102
"(360, 672)",1,360,672
"(360, 864)",1,360,864
"(864, 1187)",1,864,1187
"(356, 1139)",1,356,1139
"(368, 837)",1,368,837
"(837, 1129)",1,837,1129
"(489, 803)",1,489,803
"(516, 741)",1,516,741
"(519, 1145)",1,519,1145
"(360, 566)",1,360,566
"(361, 1146)",1,361,1146
"(562, 810)",1,562,810
"(359, 829)",1,359,829
"(749, 909)",1,749,909
"(749, 840)",1,749,840
"(513, 670)",1,513,670
"(1102, 1152)",1,1102,1152
"(366, 1186)",1,366,1186
"(356, 360)",1,356,360
"(570, 1129)",1,570,1129
"(367, 742)",1,367,742
"(749, 907)",1,749,907
"(749, 908)",1,749,908
"(749, 1101)",1,749,1101
"(813, 912)",1,813,912
"(749, 1128)",1,749,1128
"(508, 1102)",1,508,1102
"(755, 1102)",1,755,1102
"(364, 519)",1,364,519
"(518, 744)",1,518,744
"(518, 810)",1,518,810
"(764, 1186)",1,764,1186
"(358, 511)",1,358,511
"(358, 518)",1,358,518
"(358, 777)",1,358,777
"(359, 508)",1,359,508
"(508, 511)",1,508,511
"(508, 518)",1,508,518
"(511, 518)",1,511,518
"(511, 752)",1,511,752
"(358, 908)",1,358,908
"(367, 814)",1,367,814
"(518, 794)",1,518,794
"(367, 791)",1,367,791
"(361, 866)",1,361,866
"(776, 866)",1,776,866
"(363, 490)",1,363,490
"(368, 679)",1,368,679
"(366, 814)",1,366,814
"(358, 1103)",1,358,1103
"(490, 1104)",1,490,1104
"(357, 504)",1,357,504
"(368, 814)",1,368,814
"(368, 829)",1,368,829
"(368, 907)",1,368,907
"(513, 671)",1,513,671
"(368, 571)",1,368,571
"(569, 571)",1,569,571
"(508, 517)",1,508,517
"(518, 659)",1,518,659
"(570, 1146)",1,570,1146
"(518, 671)",1,518,671
"(671, 794)",1,671,794
"(361, 361)",1,361,361
"(363, 368)",1,363,368
"(367, 670)",1,367,670
"(356, 368)",1,356,368
"(356, 508)",1,356,508
"(368, 508)",1,368,508
"(368, 1100)",1,368,1100
"(368, 1101)",1,368,1101
"(490, 569)",1,490,569
"(490, 837)",1,490,837
"(511, 1128)",1,511,1128
"(515, 563)",1,515,563
"(519, 1188)",1,519,1188
"(368, 1145)",1,368,1145
"(659, 863)",1,659,863
"(671, 863)",1,671,863
"(776, 776)",1,776,776
"(757, 1101)",1,757,1101
"(502, 671)",1,502,671
"(503, 670)",1,503,670
"(670, 791)",1,670,791
"(670, 1185)",1,670,1185
"(504, 1115)",1,504,1115
"(744, 1161)",1,744,1161
"(511, 671)",1,511,671
"(511, 749)",1,511,749
"(671, 749)",1,671,749
"(508, 1103)",1,508,1103
"(865, 1138)",1,865,1138
"(517, 517)",1,517,517
"(562, 745)",1,562,745
"(357, 503)",1,357,503
"(357, 749)",1,357,749
"(503, 749)",1,503,749
"(357, 1101)",1,357,1101
"(570, 572)",1,570,572
"(364, 569)",1,364,569
"(363, 864)",1,363,864
"(363, 1101)",1,363,1101
"(366, 563)",1,366,563
"(511, 864)",1,511,864
"(511, 1101)",1,511,1101
"(511, 1102)",1,511,1102
"(562, 1102)",1,562,1102
"(563, 864)",1,563,864
"(864, 1102)",1,864,1102
"(517, 1138)",1,517,1138
"(502, 1099)",1,502,1099
"(509, 907)",1,509,907
"(356, 743)",1,356,743
"(368, 1115)",1,368,1115
"(840, 1115)",1,840,1115
"(508, 670)",1,508,670
"(749, 749)",1,749,749
"(572, 671)",1,572,671
"(490, 862)",1,490,862
"(514, 1124)",1,514,1124
"(672, 907)",1,672,907
"(360, 361)",1,360,361
"(572, 664)",1,572,664
"(503, 907)",1,503,907
"(907, 1140)",1,907,1140
"(509, 741)",1,509,741
"(757, 1140)",1,757,1140
"(749, 752)",1,749,752
"(367, 756)",1,367,756
"(566, 1146)",1,566,1146
"(356, 513)",1,356,513
"(672, 1186)",1,672,1186
"(367, 744)",1,367,744
"(517, 568)",1,517,568
"(513, 518)",1,513,518
"(742, 908)",1,742,908
"(515, 837)",1,515,837
"(357, 1198)",1,357,1198
"(1125, 1198)",1,1125,1198
"(1186, 1198)",1,1186,1198
"(513, 753)",1,513,753
"(865, 1144)",1,865,1144
"(514, 1146)",1,514,1146
"(569, 810)",1,569,810
"(679, 1145)",1,679,1145
"(810, 909)",1,810,909
"(810, 1100)",1,810,1100
"(810, 1102)",1,810,1102
"(810, 1145)",1,810,1145
"(909, 1145)",1,909,1145
"(361, 1144)",1,361,1144
"(357, 813)",1,357,813
"(515, 803)",1,515,803
"(552, 833)",1,552,833
"(564, 833)",1,564,833
"(509, 1101)",1,509,1101
"(503, 1102)",1,503,1102
"(357, 569)",1,357,569
"(518, 837)",1,518,837
"(507, 1101)",1,507,1101
"(570, 670)",1,570,670
"(670, 752)",1,670,752
"(502, 837)",1,502,837
"(744, 837)",1,744,837
"(509, 757)",1,509,757
"(671, 1116)",1,671,1116
"(756, 1156)",1,756,1156
"(664, 1129)",1,664,1129
"(664, 1152)",1,664,1152
"(1129, 1152)",1,1129,1152
"(367, 743)",1,367,743
"(794, 813)",1,794,813
"(509, 776)",1,509,776
"(553, 908)",1,553,908
"(776, 1147)",1,776,1147
"(908, 1147)",1,908,1147
"(1102, 1147)",1,1102,1147
"(519, 1124)",1,519,1124
"(366, 1161)",1,366,1161
"(670, 743)",1,670,743
"(755, 1184)",1,755,1184
"(513, 1156)",1,513,1156
"(502, 1188)",1,502,1188
"(756, 1161)",1,756,1161
"(863, 1128)",1,863,1128
"(569, 814)",1,569,814
"(569, 753)",1,569,753
"(507, 1161)",1,507,1161
"(511, 569)",1,511,569
"(511, 1161)",1,511,1161
"(504, 664)",1,504,664
"(504, 513)",1,504,513
"(670, 745)",1,670,745
"(517, 1188)",1,517,1188
"(511, 745)",1,511,745
"(563, 743)",1,563,743
"(490, 742)",1,490,742
"(513, 672)",1,513,672
